|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/Y98/Y98_6.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         rho,kg/m3     
  1181.93        2500.00                 NaN
  1180.71        2500.00                 NaN
  1179.49        2500.00                 NaN
  1178.27        2500.00                 NaN
  1177.05        2500.00                 NaN
  1175.82        2500.00                 NaN
  1174.60        2500.00                 NaN
  1173.38        2500.00                 NaN
  1172.16        2500.00                 NaN
  1170.94        2500.00                 NaN
  1169.72        2500.00                 NaN
  1168.50        2500.00                 NaN
  1167.28        2500.00                 NaN
  1166.06        2500.00                 NaN
  1164.84        2500.00                 NaN
  1163.61        2500.00                 NaN
  1162.39        2500.00                 NaN
  1161.17        2500.00                 NaN
  1159.95        2500.00                 NaN
  1158.73        2500.00                 NaN
  1157.51        2500.00                 NaN
  1156.29        2500.00                 NaN
  1155.07        2500.00                 NaN
  1153.85        2500.00                 NaN
  1152.63        2500.00                 NaN
  1151.40        2500.00                 NaN
  1150.18        2500.00                 NaN
  1148.96        2500.00                 NaN
  1147.74        2500.00                 NaN
  1146.52        2500.00                 NaN
  1145.30        2500.00                 NaN
  1144.08        2500.00                 NaN
  1142.86        2500.00                 NaN
  1141.64        2500.00                 NaN
  1140.42        2500.00                 NaN
  1139.19        2500.00                 NaN
  1137.97        2500.00                 NaN
  1136.75        2500.00                 NaN
  1135.53        2500.00                 NaN
  1134.31        2500.00                 NaN
  1133.09        2500.00                 NaN
  1131.87        2500.00                 NaN
  1130.65        2500.00                 NaN
  1129.43        2500.00                 NaN
  1128.21        2500.00                 NaN
  1126.98        2500.00                 NaN
  1125.76        2500.00                 NaN
  1124.54        2500.00                 NaN
  1123.32        2500.00                 NaN
  1122.10        2500.00                 NaN
  1120.88        2500.00                 NaN
  1119.66        2500.00                 NaN
  1118.44        2500.00                 NaN
  1117.22        2500.00                 NaN
  1116.00        2500.00                 NaN
  1114.77        2500.00                 NaN
  1113.55        2500.00                 NaN
  1112.33        2500.00                 NaN
  1111.11        2500.00                 NaN
  1109.89        2500.00                 NaN
  1108.67        2500.00                 NaN
  1107.45        2500.00                 NaN
  1106.23        2500.00                 NaN
  1105.01        2500.00                 NaN
  1103.79        2500.00                 NaN
  1102.56        2500.00                 NaN
  1101.34        2500.00                 NaN
  1100.12        2500.00                 NaN
  1098.90        2500.00                 NaN
  1097.68        2500.00                 NaN
  1096.46        2500.00                 NaN
  1095.24        2500.00                 NaN
  1094.02        2500.00                 NaN
  1092.80        2500.00                 NaN
  1091.58        2500.00                 NaN
  1090.35        2500.00                 NaN
  1089.13        2500.00                 NaN
  1087.91        2500.00                 NaN
  1086.69        2500.00                 NaN
  1085.47        2500.00                 NaN
  1084.25        2500.00                 NaN
  1083.03        2500.00                 NaN
  1081.81        2500.00                 NaN
  1080.59        2500.00                 NaN
  1079.37        2500.00                 NaN
  1078.14        2500.00                 NaN
  1076.92        2500.00                 NaN
  1075.70        2500.00                 NaN
  1074.48        2500.00                 NaN
  1073.26        2500.00                 NaN
  1072.04        2500.00                 NaN
  1070.82        2500.00                 NaN
  1069.60        2500.00                 NaN
  1068.38        2500.00                 NaN
  1067.16        2500.00                 NaN
  1065.93        2500.00                 NaN
  1064.71        2500.00                 NaN
  1063.49        2500.00                 NaN
  1062.27        2500.00                 NaN
  1061.05        2500.00                 NaN
  1059.83        2500.00                 NaN
  1058.61        2500.00                 NaN
  1057.39        2500.00                 NaN
  1056.17        2500.00                 NaN
  1054.95        2500.00                 NaN
  1053.72        2500.00                 NaN
  1052.50        2500.00                 NaN
  1051.28        2500.00                 NaN
  1050.06        2500.00                 NaN
  1048.84        2500.00                 NaN
  1047.62        2500.00                 NaN
  1046.40        2500.00                 NaN
  1045.18        2500.00                 NaN
  1043.96        2500.00                 NaN
  1042.74        2500.00                 NaN
  1041.51        2500.00                 NaN
  1040.29        2500.00                 NaN
  1039.07        2500.00                 NaN
  1037.85        2500.00                 NaN
  1036.63        2500.00                 NaN
  1035.41        2500.00                 NaN
  1034.19        2500.00                 NaN
  1032.97        2500.00                 NaN
  1031.75        2500.00                 NaN
  1030.53        2500.00                 NaN
  1029.30        2500.00                 NaN
  1028.08        2500.00                 NaN
  1026.86        2500.00                 NaN
  1025.64        2500.00                 NaN
  1024.42        2500.00                 NaN
  1023.20        2500.00                 NaN
  1021.98        2500.00                 NaN
  1020.76        2500.00                 NaN
  1019.54        2500.00                 NaN
  1018.32        2500.00                 NaN
  1017.09        2500.00                 NaN
  1015.87        2500.00                 NaN
  1014.65        2500.00                 NaN
  1013.43        2500.00                 NaN
  1012.21        2500.00                 NaN
  1010.99        2500.00                 NaN
  1009.77        2500.00                 NaN
  1008.55        2500.00                 NaN
  1007.33        2500.00                 NaN
  1006.11        2500.00                 NaN
  1004.88        2500.00                 NaN
  1003.66        2500.00                 NaN
  1002.44        2500.00                 NaN
  1001.22        2500.00                 NaN
